異動,藥品代號,藥品英文名稱,藥品中文名稱,規格量,規格單位,單複方,參考價,有效起日,有效迄日,製造廠名稱,劑型,成份,ATC_CODE,
,BC212341G0,XANAX TABLETS 0.25MG,贊安諾錠０．２５毫克,0,,單方,2,1040101,9991231,暉致醫藥股份有限公司,錠劑,ALPRAZOLAM,N05BA12,
,BC21236212,ZOFRAN INJECTION 2MG/ML,”加拿大廠”卓弗蘭注射劑2毫克/毫升,2,ML,單方,74,1120401,9991231,台灣諾華股份有限公司,注射劑,ONDANSETRON (HYDROCHLORIDE DIHYDRATE),A04AA01,
,BC21236219,ZOFRAN INJECTION 2MG/ML,”加拿大廠”卓弗蘭注射劑2毫克/毫升,4,ML,單方,79,1120401,9991231,台灣諾華股份有限公司,注射劑,ONDANSETRON (HYDROCHLORIDE DIHYDRATE),A04AA01,
,BC21269421,TIMOLOL-POS EYE DROPS 0.5%,提目洛點眼液０．５％,5,ML,單方,114,1120401,9991231,吉富貿易有限公司,點眼液劑,TIMOLOL (MALEATE),S01ED01,
,BC21277429,VIDISIC GEL,維蒂斯眼用凝膠,10,GM,單方,98,1120401,9991231,武昌貿易有限公司,眼用凝膠劑,CARBOMER (=CARBOPOL=CARBOXYPOLYMETHYLENE),S01XA20,
,BC21298100,UNIPHYLLIN CONTINUS TABLETS 300MG,優汝喘持續性藥效錠３００公絲,0,,單方,    -,1080601,9991231,嘉德藥品企業股份有限,持續性藥效錠,THEOPHYLLINE,R03DA04,
,BC21303100,MIKELAN LA CAPSULES 15MG,美特朗特續性膠囊１５毫克,0,,單方,12.8,1120401,9991231,臺灣大塚製藥股份有限,持續性藥效膠囊劑,CARTEOLOL HCL,C07AA15,
,BC21304263,Endoxan Injection,癌得星注射劑,200,MG,單方,78,1040201,9991231,百特醫療產品股份有限,注射劑,CYCLOPHOSPHAMIDE,L01AA01,
,BC21304277,Endoxan Injection,癌得星注射劑,500,MG,單方,156,1040201,9991231,百特醫療產品股份有限,注射劑,CYCLOPHOSPHAMIDE,L01AA01,
,BC21333216,STILAMIN 3MG,施他寧,3,MG,單方,909,1120401,9991231,臺灣默克股份有限公司,凍晶注射劑,SOMATOSTATIN (ACETATE),H01CB01,
,BC21422100,RANTUDIL CAPSULES 60MG,”德國”炎疼寧鎮痛膠囊,0,,單方,    -,1080601,9991231,台灣邁蘭有限公司,膠囊劑,ACEMETACIN,M01AB11,
,BC21427345,TRAUMON GEL,暢邁凝膠,40,GM,單方,    -,1080601,9991231,台灣邁蘭有限公司,外用凝膠劑,ETOFENAMATE,M02AA06,
,BC21439212,ADENOCOR INJECTION 3MG/ML,安室律注射劑３公絲／公撮,2,ML,單方,126,1120401,9991231,賽諾菲股份有限公司,注射劑,ADENOSINE,C01EB10,
,BC21446421,CUSIMOLOL 0.5% STERILE EYE DROPS,克視壓眼藥水０．５％　Ｗ/Ｖ,5,ML,單方,114,1120401,9991231,台灣諾華股份有限公司,點眼液劑,TIMOLOL (MALEATE),S01ED01,
,BC21477423,Otrivin Anti-Allergy Nasal Spray,歐治鼻舒敏抗過敏鼻噴劑,6,MG,單方,152,1080401,9991231,英商葛蘭素史克消費保,鼻用噴液懸浮劑,FLUTICASONE PROPIONATE,R01AD08,
,BC215311G0,STILNOX FILM-COATED SCORED TABLETS 10MG,使蒂諾斯膜衣錠１０毫克,0,,單方,2,1080601,9991231,台灣安斯泰來製藥股份,膜衣錠,ZOLPIDEM TARTRATE,N05CF02,
,BC21536100,SEROXAT F.C. TABLETS 20MG,克憂果膜衣錠２０毫克,0,,單方,4.61,1120401,9991231,荷商葛蘭素史克藥廠股,膜衣錠,PAROXETINE HYDROCHLORIDE,N06AB05,
,BC21545414,TIMOPTOL XE 0.5% OPHTHALMIC SOLUTION,青眼露長效型０．５％點眼液劑,2.5,ML,單方,114,1120401,9991231,臺灣參天製藥股份有限,點眼液劑,TIMOLOL (MALEATE),S01ED01,
,BC21571100,NORVASC TABLETS 5MG,脈優錠５毫克,0,,單方,3.42,1120401,9991231,暉致醫藥股份有限公司,錠劑,AMLODIPINE (BESYLATE),C08CA01,
,BC21625100,TEMGESIC SUBLINGUAL TABLETS 0.2MG,丁基原啡因舌下錠０．２毫克,0,,單方,19.4,1120401,9991231,裕利股份有限公司,舌下錠,BUPRENORPHINE (HYDROCHLORIDE),N02AE01,
,BC21626209,TEMGESIC INJECTION 0.3MG/ML,丁基原啡因注射液０．３毫克/毫升,1,ML,單方,84,1080401,9991231,裕利股份有限公司,注射劑,BUPRENORPHINE (HYDROCHLORIDE),N02AE01,
,BC21628421,KARY UNI OPHTHALMIC SUSPENSION,柯寧優尼點眼懸液,5,ML,單方,29.8,1040201,9991231,臺灣參天製藥股份有限,點眼懸液劑,PIRENOXINE (=CATALIN),S01XA,
,BC216411G0,DOXABEN TABLET 2MG,可迅錠２毫克,0,,單方,2,1080601,9991231,暉致醫藥股份有限公司,錠劑,DOXAZOSIN (MESYLATE),C02CA04,
,BC21676100,DIFLUCAN CAPSULE 150MG,泰復肯膠囊１５０毫克,0,,單方,50,1120401,9991231,輝瑞大藥廠股份有限公,膠囊劑,FLUCONAZOLE,J02AC01,
,BC21696212,METHOTREXATE INJECTION ”DBL”,盈壽求得注射液,2,ML,單方,89,1040101,9991231,輝瑞大藥廠股份有限公,注射劑,METHOTREXATE,L01BA01,
,BC21698100,XANAX XR EXTENDED-RELEASE TABLETS 0.5MG,贊安諾持續性藥效錠０．５毫克,0,,單方,1.5,1040101,9991231,暉致醫藥股份有限公司,持續性藥效錠,ALPRAZOLAM,N05BA12,
,BC216981G0,XANAX XR EXTENDED-RELEASE TABLETS 0.5MG,贊安諾持續性藥效錠０．５毫克,0,,單方,2,1040101,9991231,暉致醫藥股份有限公司,持續性藥效錠,ALPRAZOLAM,N05BA12,
,BC21726100,HALCION TABLETS 0.25MG,酣樂欣錠0.25毫克,0,,單方,1.88,1091001,9991231,輝瑞大藥廠股份有限公,錠劑,TRIAZOLAM,N05CD05,
,BC217261G0,HALCION TABLETS 0.25MG,酣樂欣錠0.25毫克,0,,單方,2,1040101,9991231,輝瑞大藥廠股份有限公,錠劑,TRIAZOLAM,N05CD05,
,BC21757100,CELLCEPT CAPSULES 250MG,山喜多膠囊２５０毫克,0,,單方,39.5,1120401,9991231,羅氏大藥廠股份有限公,膠囊劑,MYCOPHENOLATE MOFETIL,L04AA06,
,BC21779100,DIFLUCAN CAPSULE 50MG,泰復肯 膠囊５０毫克,0,,單方,21.1,1120401,9991231,輝瑞大藥廠股份有限公,膠囊劑,FLUCONAZOLE,J02AC01,
,BC21780100,ZOLOFT FILM COATED TABLETS 50MG,樂復得膜衣錠５０毫克,0,,單方,5.3,1120401,9991231,暉致醫藥股份有限公司,膜衣錠,SERTRALINE(AS HYDROCHLORIDE),N06AB06,
,BC21782248,CISPLATIN INJECTION ”DBL”,西伯拉丁注射液,50,ML,單方,350,1040101,9991231,輝瑞大藥廠股份有限公,注射劑,CISPLATIN (=CIS-DDP=DDP),L01XA01,
,BC21782255,CISPLATIN INJECTION ”DBL”,西伯拉丁注射液,100,ML,單方,350,1040101,9991231,輝瑞大藥廠股份有限公,注射劑,CISPLATIN (=CIS-DDP=DDP),L01XA01,
,BC21784335,METROGEL 0.75%,柔潔凝膠０．７５％,15,GM,單方,35.7,1120401,9991231,香港商高德美有限公司,外用凝膠劑,METRONIDAZOLE,D06BX01,
,BC21784343,METROGEL 0.75%,柔潔凝膠０．７５％,30,GM,單方,133,1070501,9991231,香港商高德美有限公司,外用凝膠劑,METRONIDAZOLE,D06BX01,
,BC21788100,VALTREX TABLETS 500MG,祛疹易錠５００毫克,0,,單方,47.8,1120401,9991231,荷商葛蘭素史克藥廠股,錠劑,VALACICLOVIR HCL,J05AB11,
,BC21824435,ALLERGOCROM NASAL SPRAY SOLUTION 2.8MG/SPRAY 15ML,艾麗鼻用噴液劑２．８ＭＧ／ＳＰＲＡＹ,15,ML,單方,64,1080401,9991231,吉富貿易有限公司,鼻用噴液劑,CROMOLYN SODIUM(=SODIUM CROMOGLYCATE),R01AC01,
,BC21830180,ZITHROMAX POWDER FOR ORAL SUSPENSION,日舒懸液用粉47.78毫克/公克,600,MG,單方,216,1110101,9991231,輝瑞大藥廠股份有限公,懸液用粉劑,AZITHROMYCIN (AS DIHYDRATE),J01FA10,
,BC21840100,TRAMAL RETARD 100MG,”克能達”舒敏長效錠劑,0,,單方,3.74,1110101,9991231,禾利行股份有限公司,持續性藥效錠,TRAMADOL HCL,N02AX02,
,BC21847100,SABRIL FILM-COATED TABLETS 500MG,赦癲易膜衣錠５００公絲,0,,單方,25.2,1091001,9991231,賽諾菲股份有限公司,膜衣錠,VIGABATRIN,N03AG04,
,BC21848263,TARGOCID 200MG FOR INJECTION (I.M.I.V.),得時高凍晶注射劑２００公絲,200,MG,單方,468,1120401,9991231,賽諾菲股份有限公司,凍晶注射劑,TEICOPLANIN,J01XA02,
,BC21874414,MINIRIN NASAL SPRAY 10UG/DOSE,迷你寧鼻腔噴霧劑 １０ＵＧ／ＤＯＳＥ,2.5,ML,單方,1656,1110101,9991231,輝凌藥品股份有限公司,鼻用噴液劑,DESMOPRESSIN ACETATE (TRIHYDRATE),H01BA02,
,BC21880229,VINBLASTINE SULFATE INJECTION 1MG/ML ”DBL”,敏伯斯登注射液1毫克/1毫升,10,ML,單方,606,1070501,9991231,輝瑞大藥廠股份有限公,注射劑,VINBLASTINE SULFATE,L01CA01,
,BC21905100,RILUTEK 50MG TABLETS,銳力得錠劑,0,,單方,132,1120701,9991231,賽諾菲股份有限公司,錠劑,RILUZOLE,N07XX02,
,BC21914100,COZAAR F.C.TAB. 50MG,可悅您膜衣錠５０毫克,0,,單方,4.11,1110101,9991231,美商默沙東藥廠股份有,膜衣錠,LOSARTAN POTASSIUM,C09CA01,
,BC21921135,FLIXOTIDE ACCUHALER 250MCG/DOSE,輔舒酮ＴＭ準納ＴＭ乾粉吸入劑２５０微公克／ＤＯＳＥ,15,MG,單方,472,1080401,9991231,荷商葛蘭素史克藥廠股,口腔吸入劑,FLUTICASONE PROPIONATE,R03BA05,
,BC21927100,RIFINAH 300 S. C. TABLETS,樂肺寧糖衣錠３００毫克,0,,複方,13.5,1040201,9991231,賽諾菲股份有限公司,糖衣錠,ISONIAZID+RIFAMPIN (= RIFAMPICIN) (=RIMACTAN),J04AM02,
,BC21928100,RIFINAH 150 S.C. TABLETS,樂肺寧糖衣錠１５０毫克,0,,複方,7.5,1040201,9991231,賽諾菲股份有限公司,糖衣錠,ISONIAZID+RIFAMPIN (= RIFAMPICIN) (=RIMACTAN),J04AM02,
,BC21989138,PULMICORT TURBUHALER 200MICROGRAMS/DOSE,可滅喘都保定量粉狀吸入劑２００微公克／劑量,100,DOSE,單方,288,1120401,9991231,臺灣阿斯特捷利康股份,粉狀吸入劑,BUDESONIDE,R03BA02,
,BC21989145,PULMICORT TURBUHALER 200MICROGRAMS/DOSE,可滅喘都保定量粉狀吸入劑２００微公克／劑量,200,DOSE,單方,342,1120401,9991231,臺灣阿斯特捷利康股份,粉狀吸入劑,BUDESONIDE,R03BA02,
,BC21992229,LEUSTATIN INJECTION,祿斯得停注射劑,10,ML,單方,9014,1040201,9991231,嬌生股份有限公司,注射劑,CLADRIBINE,L01BB04,
,BC22008100,DEPAKINE CHRONO 500MG FILM COATED TABLETS,帝拔癲持續性藥效膜衣錠 500 毫克,0,,複方,5.9,1110101,9991231,賽諾菲股份有限公司,持續性膜衣錠,VALPROATE SODIUM+VALPROIC ACID,N03AG01,
,BC22014163,RETROVIR SYRUP,立妥威溶液劑,200,ML,單方,660,1111001,9991231,荷商葛蘭素史克藥廠股,溶液劑,ZIDOVUDINE,J05AF01,
,BC22014164,RETROVIR SYRUP,立妥威溶液劑,240,ML,單方,660,1111001,9991231,荷商葛蘭素史克藥廠股,溶液劑,ZIDOVUDINE,J05AF01,
,BC22016100,KYTRIL 1MG F.C.TABLETS,康您適強膜衣錠１毫克,0,,單方,155,1120401,9991231,台灣大昌華嘉股份有限,膜衣錠,GRANISETRON (HCL),A04AA02,
,BC22023255,AMINOSTERIL INFANT 10% W/V FOR INTRAVENOUS INFUSION,阿米若靜脈輸注液10％,100,ML,複方,192,1120401,9991231,台灣費森尤斯卡比股份,注射劑,ALANINE L-+ARGININE L-+HISTIDINE L-+ISOLEUCINE DL-+LEUCINE L-+LYSINE L- ACETATE,B05BA01,
,BC22043100,PROGRAF CAPSULES 1MG,普樂可復膠囊1毫克,0,,單方,114,1040201,9991231,台灣安斯泰來製藥股份,膠囊劑,TACROLIMUS,L04AD02,
,BC22044100,PROGRAF CAPSULES 5MG,普樂可復膠囊5毫克,0,,單方,480,1040201,9991231,台灣安斯泰來製藥股份,膠囊劑,TACROLIMUS,L04AD02,
,BC22047209,VINCRISTINE SULPHATE INJECTION 1MG/1ML ”DBL”,文克斯汀注射液１毫克/１毫升,1,ML,單方,224,1100601,9991231,輝瑞大藥廠股份有限公,注射液,VINCRISTINE SULFATE,L01CA02,
,BC22049109,PULMICORT RESPULES 1MG/2ML NEBULISING SUSPENSION FOR INHALATION,可滅喘懸浮吸入液１公絲／２公撮,1,MG,單方,49.3,1120401,9991231,臺灣阿斯特捷利康股份,口腔吸入劑,BUDESONIDE,R03BA02,
,BC22064100,PROZAC 20MG DISPERSIBLE,百憂解錠２０毫克,0,,單方,2.8,1090901,9991231,臺灣禮來股份有限公司,錠劑,FLUOXETINE (HCL),N06AB03,
,BC22071100,DILATREND TAB. 6.25MG,達利全錠６.２５毫克,0,,單方,2.24,1120401,9991231,裕利股份有限公司,錠劑,CARVEDILOL,C07AG02,
,BC22074164,3TC ORAL SOLUTION,速汰滋　內服液劑,240,ML,單方,1186,1111001,9991231,荷商葛蘭素史克藥廠股,內服液劑,LAMIVUDINE,J05AF05,
,BC22075100,3TC FILM COATED TABLETS 150MG,速汰滋膜衣錠１５０毫克,0,,單方,66,1111001,9991231,荷商葛蘭素史克藥廠股,膜衣錠,LAMIVUDINE,J05AF05,
,BC22087240,HEPARIN ”LEO”,”理奧” 肝脂鈉注射液,25,KIU,單方,166,1091101,9991231,禾利行股份有限公司,注射劑,HEPARIN SODIUM,B01AB01,
,BC22094143,RISPERDAL ORAL SOLUTION 1MG/ML,理思必妥內服液劑１毫克／毫升,30,ML,單方,493,1120401,9991231,嬌生股份有限公司,內服液劑,RISPERIDONE,N05AX08,
,BC22097100,FOLIROMIN FILM-COATED TAB. 50MG,服樂明膜衣錠５０公絲,0,,單方,2.24,1040401,9991231,光亨企業有限公司,膜衣錠,SODIUM FERROUS CITRATE,B03AA,
,BC22107421,TRUSOPT OPHTHALMIC SOLUTION 2%,舒露瞳點眼液劑２％,5,ML,單方,221,1120401,9991231,臺灣參天製藥股份有限,點眼液劑,DORZOLAMIDE,S01EC03,
,BC22115265,MEPEM INTRAVENOUS INJECTION 0.25G/VIAL,美平乾粉注射劑０．２５公克,250,MG,單方,260,1120401,9991231,文德藥業有限公司,乾粉注射劑,MEROPENEM HYDRATE,J01DH02,
,BC22115277,MEPEM INTRAVENOUS INJECTION 0.5G/VIAL,美平乾粉注射劑 ０．５公克,500,MG,單方,262,1120401,9991231,文德藥業有限公司,乾粉注射劑,MEROPENEM HYDRATE,J01DH02,
,BC22117100,NEOTIGASON CAPSULES 25MG,新定康癬膠囊２５毫克,0,,單方,71,1040401,9991231,臺灣美強股份有限公司,膠囊劑,ACITRETIN,D05BB02,
,BC22118100,NEOTIGASON CAPSULES 10MG,新定康癬膠囊１０毫克,0,,單方,37.2,1040401,9991231,臺灣美強股份有限公司,膠囊劑,ACITRETIN,D05BB02,
,BC22124100,ACCUPRIL F.C. TABLETS 10 MG,恩久平膜衣錠１０毫克,0,,單方,7.5,1120401,9991231,輝瑞大藥廠股份有限公,膜衣錠,QUINAPRIL (HYDROCHLORIDE),C09AA06,
,BC22131263,DBL DACARBAZINE FOR INJECTION 200MG,達卡巴仁注射劑200毫克,200,MG,單方,879,1040101,9991231,輝瑞大藥廠股份有限公,凍晶注射劑,DACARBAZINE,L01AX04,
,BC22132229,METHOTREXATE INJECTION 1G/10ML ”DBL”,盈壽求得注射液1公克/10毫升,10,ML,單方,869,1040101,9991231,輝瑞大藥廠股份有限公,注射劑,METHOTREXATE,L01BA01,
,BC221372CS,ZOLADEX 3.6MG DEPOT,諾雷德持續性注射劑,3.6,MG,單方,3404,1120401,9991231,臺灣阿斯特捷利康股份,注射劑,GOSERELIN ACEATE,L02AE03,
,BC22139100,PANTOLOC GASTRO-RESISTANT TAB. 40MG,保衛康治潰樂腸溶膜衣錠40毫克,0,,單方,10.1,1110101,9991231,和聯生技藥業股份有限,腸溶膜衣錠,PANTOPRAZOLE SODIUM SESQUIHYDRATE,A02BC02,
,BC221431G0,INDERAL TABLETS 10MG(84粒/瓶),恩特來錠１０公絲,0,,單方,2,1040401,9991231,臺灣阿斯特捷利康股份,錠劑,PROPRANOLOL HCL,C07AA05,
,BC22144100,APO-ATENOL 100MG TABLETS,安保樂美錠１００公絲,0,,單方,1.5,1120401,9991231,鴻汶醫藥實業有限公司,錠劑,ATENOLOL,C07AB03,
,BC221441G0,APO-ATENOL 100MG TABLETS(鋁箔/膠箔),安保樂美錠１００公絲,0,,單方,2,1090601,9991231,鴻汶醫藥實業有限公司,錠劑,ATENOLOL,C07AB03,
,BC22151100,ZESTRIL TABLETS 5MG,捷腸瑞錠５公絲,0,,單方,    -,1080601,9991231,臺灣阿斯特捷利康股份,錠劑,LISINOPRIL (DIHYDRATE),C09AA03,
,BC22152100,ZESTRIL TABLETS 10MG,捷賜瑞錠１０公絲,0,,單方,2.07,1120401,9991231,臺灣阿斯特捷利康股份,錠劑,LISINOPRIL (DIHYDRATE),C09AA03,
,BC22154100,NOLVADEX TABLETS 10MG,諾瓦得士錠１０公絲,0,,單方,4.77,1110401,9991231,臺灣阿斯特捷利康股份,錠劑,TAMOXIFEN (CITRATE),L02BA01,
,BC22158100,APO-ATENOL 50MG TABLETS,安保樂美錠５０公絲,0,,單方,1.5,1110101,9991231,鴻汶醫藥實業有限公司,錠劑,ATENOLOL,C07AB03,
,BC221581G0,APO-ATENOL 50MG TABLETS(鋁箔/膠箔),安保樂美錠５０公絲,0,,單方,2,1090601,9991231,鴻汶醫藥實業有限公司,錠劑,ATENOLOL,C07AB03,
,BC221591G0,TENORMIN TABLETS 100MG(鋁箔/膠箔),天諾敏錠１００毫克 (鋁箔/膠箔),0,,單方,2,1041201,9991231,臺灣阿斯特捷利康股份,錠劑,ATENOLOL,C07AB03,
,BC221601G0,TENORMIN TABLETS 50MG(鋁箔/膠箔),天諾敏膜衣錠５０毫克 (鋁箔/膠箔),0,,單方,2,1041201,9991231,臺灣阿斯特捷利康股份,膜衣錠,ATENOLOL,C07AB03,
,BC22177203,CLEXANE INJECTION,克立生注射劑,0.2,ML,單方,125,1120401,9991231,賽諾菲股份有限公司,注射劑,ENOXAPARIN SODIUM,B01AB05,
,BC22179100,FAMVIR,抗濾兒膜衣錠２５０毫克,0,,單方,55,1120401,9991231,台灣大昌華嘉股份有限,膜衣錠,FAMCICLOVIR,J05AB09,
,BC22193100,ELDEPRYL TABLETS 10MG,帕定平錠劑１０公絲,0,,單方,5.1,1110101,9991231,臺灣美強股份有限公司,錠劑,DEPRENYL L- HCL (=SELEGILINE HCL),N04BD01,
,BC22198209,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含２．５％葡萄糖腹膜透析液,1,L (LIT,複方,156,1070501,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22198210,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含２．５％葡萄糖腹膜透析液,1.5,L (LIT,複方,156,1070501,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22198212,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含２．５％葡萄糖腹膜透析液,2,L (LIT,複方,179,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22198214,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含２．５％葡萄糖腹膜透析液,2.5,L (LIT,複方,199,1091001,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22198221,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 2.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含２．５％葡萄糖腹膜透析液,5,L (LIT,複方,278,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22199210,DIANEAL PD-2， PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含１．５％葡萄糖腹膜透析液,1.5,L (LIT,複方,156,1070501,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22199212,DIANEAL PD-2， PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含１．５％葡萄糖腹膜透析液,2,L (LIT,複方,179,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22199214,DIANEAL PD-2， PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含１．５％葡萄糖腹膜透析液,2.5,L (LIT,複方,199,1091001,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22199221,DIANEAL PD-2， PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含１．５％葡萄糖腹膜透析液,5,L (LIT,複方,278,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22208100,TEGRETOL TABLETS 200MG,癲通錠２００毫克,0,,單方,2.1,1120401,9991231,臺灣諾華股份有限公司,錠劑,CARBAMAZEPINE,N03AF01,
,BC22211100,ELDEPRYL TABLETS 5MG,帕定平錠劑５公絲,0,,單方,2.24,1120401,9991231,臺灣美強股份有限公司,錠劑,DEPRENYL L- HCL (=SELEGILINE HCL),N04BD01,
,BC22215209,NAVELBINE 10MG/ML INJECTION SOLUTION,溫諾平注射液１０公絲／公撮,1,ML,單方,1075,1110101,9991231,友華生技醫藥股份有限,注射劑,VINORELBINE TARTRATE,L01CA04,
,BC22215221,NAVELBINE 10MG/ML INJECTION SOLUTION,溫諾平注射液１０公絲／公撮,5,ML,單方,6031,1110101,9991231,友華生技醫藥股份有限,注射劑,VINORELBINE TARTRATE,L01CA04,
,BC22218210,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 4.25% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含４．２５％葡萄糖腹膜透析液,1.5,L (LIT,複方,156,1070501,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22218212,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 4.25% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含４．２５％葡萄糖腹膜透析液,2,L (LIT,複方,179,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22218221,DIANEAL PD-2，PERITONEAL DIALYSIS SOLUTION WITH 4.25% DEXTROSE ”BAXTER”,”百特” ＰＤ－２含４．２５％葡萄糖腹膜透析液,5,L (LIT,複方,278,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE HEXAHYDRATE+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22232277,CYMEVENE LYOPHILIZED IV INJECTION 500MG/VIAL,西美芬凍晶靜脈注射劑５００毫克/小瓶,500,MG,單方,1492,1091001,9991231,裕利股份有限公司,凍晶注射劑,GANCICLOVIR,J05AB06,
,BC222332D1,ZOLADEX LA 10.8MG DEPOT,諾雷德持續性注射劑１０．８公絲,10.8,MG,單方,9739,1120401,9991231,臺灣阿斯特捷利康股份,植入劑,GOSERELIN ACEATE,L02AE03,
,BC22251229,ACICLOVIR INTRAVENOUS INFUSION ”DBL”,岱比博〝爾速可愈〞注射液,10,ML,單方,246,1120701,9991231,輝瑞大藥廠股份有限公,注射液,ACYCLOVIR,J05AB01,
,BC22282100,ARIMIDEX TABLETS 1MG,安美達錠１毫克,0,,單方,40,1120401,9991231,臺灣阿斯特捷利康股份,膜衣錠,ANASTROZOLE,L02BG03,
,BC22283421,TARIVID OTIC SOLUTION,泰利必妥點耳液,5,ML,單方,48.9,1120401,9991231,台灣第一三共股份有限,點耳液劑,OFLOXACIN,S02AA16,
,BC22297210,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” 含１．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液,1.5,L (LIT,複方,156,1070501,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
,BC22297212,DIANEAL LOW CALCIUM (2.5MEQ/L) PERITONEAL DIALYSIS SOLUTION WITH 1.5% DEXTROSE ”BAXTER”,”百特” 含１．５％葡萄糖低鈣（２．５ＭＥＱ/Ｌ）腹膜透析液,2,L (LIT,複方,179,1120401,9991231,百特醫療產品股份有限,透析用液劑,CALCIUM CHLORIDE+DEXTROSE HYDROUS+MAGNESIUM CHLORIDE (HEXAHYDRATE)+SODIUM CHLORIDE+SODIUM LACTATE,B05DB,
